-1.000000	0.000499
-0.980000	0.000446
-0.960000	0.000430
-0.940000	0.000790
-0.920000	0.001258
-0.900000	0.001757
-0.880000	0.002245
-0.860000	0.002656
-0.840000	0.002979
-0.820000	0.003177
-0.800000	0.003415
-0.780000	0.003678
-0.760000	0.003613
-0.740000	0.004229
-0.720000	0.007010
-0.700000	0.011293
-0.680000	0.018346
-0.660000	0.025475
-0.640000	0.032755
-0.620000	0.040033
-0.600000	0.047307
-0.580000	0.054649
-0.560000	0.062323
-0.540000	0.070051
-0.520000	0.078369
-0.500000	0.086687
-0.480000	0.095686
-0.460000	0.104685
-0.440000	0.114488
-0.420000	0.124365
-0.400000	0.134583
-0.380000	0.144871
-0.360000	0.156102
-0.340000	0.167649
-0.320000	0.179413
-0.300000	0.191286
-0.280000	0.203481
-0.260000	0.215907
-0.240000	0.228180
-0.220000	0.240300
-0.200000	0.252402
-0.180000	0.264476
-0.160000	0.276448
-0.140000	0.288215
-0.120000	0.299703
-0.100000	0.310354
-0.080000	0.320784
-0.060000	0.330111
-0.040000	0.339426
-0.020000	0.348617
0.000000	0.357808
0.020000	0.368642
0.040000	0.379475
0.060000	0.391545
0.080000	0.403726
0.100000	0.415817
0.120000	0.427889
0.140000	0.439269
0.160000	0.450417
0.180000	0.461041
0.200000	0.471402
0.220000	0.481768
0.240000	0.492137
0.260000	0.503101
0.280000	0.514660
0.300000	0.526663
0.320000	0.539288
0.340000	0.552458
0.360000	0.566716
0.380000	0.580805
0.400000	0.594385
0.420000	0.607974
0.440000	0.621609
0.460000	0.635282
0.480000	0.649373
0.500000	0.663463
0.520000	0.677619
0.540000	0.691775
0.560000	0.706778
0.580000	0.721858
0.600000	0.737730
0.620000	0.753760
0.640000	0.769749
0.660000	0.785724
0.680000	0.802330
0.700000	0.819252
0.720000	0.833845
0.740000	0.847174
0.760000	0.861727
0.780000	0.876668
0.800000	0.892655
0.820000	0.909097
0.840000	0.926298
0.860000	0.942753
0.880000	0.958882
0.900000	0.974313
0.920000	0.987606
0.940000	0.996221
0.960000	1.000000
0.980000	0.992264
1.000000	0.992010
