-1.000000	0.001027
-0.980000	0.000361
-0.960000	0.000213
-0.940000	0.000000
-0.920000	0.000000
-0.900000	0.000100
-0.880000	0.000113
-0.860000	0.000218
-0.840000	0.000245
-0.820000	0.000485
-0.800000	0.000568
-0.780000	0.000844
-0.760000	0.000676
-0.740000	0.000762
-0.720000	0.000765
-0.700000	0.000491
-0.680000	0.000407
-0.660000	0.000473
-0.640000	0.000349
-0.620000	0.000444
-0.600000	0.000347
-0.580000	0.000427
-0.560000	0.000379
-0.540000	0.000428
-0.520000	0.000423
-0.500000	0.000440
-0.480000	0.000367
-0.460000	0.000461
-0.440000	0.000431
-0.420000	0.000488
-0.400000	0.000491
-0.380000	0.000578
-0.360000	0.000596
-0.340000	0.000555
-0.320000	0.000565
-0.300000	0.001388
-0.280000	0.003273
-0.260000	0.007544
-0.240000	0.013662
-0.220000	0.018908
-0.200000	0.024631
-0.180000	0.033249
-0.160000	0.039618
-0.140000	0.048932
-0.120000	0.058858
-0.100000	0.067924
-0.080000	0.076324
-0.060000	0.086883
-0.040000	0.097644
-0.020000	0.106226
0.000000	0.116473
0.020000	0.126481
0.040000	0.135527
0.060000	0.145970
0.080000	0.157863
0.100000	0.167508
0.120000	0.176281
0.140000	0.188862
0.160000	0.199545
0.180000	0.209755
0.200000	0.219667
0.220000	0.230267
0.240000	0.240342
0.260000	0.254545
0.280000	0.266852
0.300000	0.276500
0.320000	0.291312
0.340000	0.303972
0.360000	0.316671
0.380000	0.329345
0.400000	0.341985
0.420000	0.354614
0.440000	0.366552
0.460000	0.378561
0.480000	0.392672
0.500000	0.405257
0.520000	0.418812
0.540000	0.430626
0.560000	0.444780
0.580000	0.460272
0.600000	0.474176
0.620000	0.492432
0.640000	0.512094
0.660000	0.530928
0.680000	0.556921
0.700000	0.578956
0.720000	0.602085
0.740000	0.626300
0.760000	0.651088
0.780000	0.677453
0.800000	0.705496
0.820000	0.738562
0.840000	0.771080
0.860000	0.805068
0.880000	0.840875
0.900000	0.878153
0.920000	0.911125
0.940000	0.944749
0.960000	0.966473
0.980000	0.988581
1.000000	1.000000
